Track Name,Artist,Genres,Energy,Acousticness,Danceability,Valence,Loudness,Instrumentalness,Speechiness,Liveness,Tempo
Como Esta Mi Conuco,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.494,0.97,0.674,0.942,-7.448,0,0.142,0.101,140.915
Guajiro,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.553,0.931,0.695,0.897,-9.39,0.522,0.184,0.0771,123.854
A Romper Coco,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.706,0.959,0.613,0.601,-9.404,0.681,0.116,0.122,97.127
Me Gusta Mas El Son,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.664,0.896,0.446,0.66,-6.715,0,0.0463,0.215,84.409
Compa Y Jose,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.689,0.94,0.487,0.896,-6.133,0.012,0.0487,0.446,80.625
Batanga No. 2,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.553,0.989,0.391,0.829,-10.939,0.818,0.0519,0.205,130.885
Mata Siguaraya,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.613,0.794,0.476,0.667,-9.165,0.833,0.0326,0.647,105.924
Rabo Y Oreja,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.591,0.982,0.396,0.728,-10.924,0.905,0.0415,0.181,116.874
La Sopa En Botella,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.49,0.846,0.58,0.872,-7.574,0.164,0.057,0.317,88.378
Ipso Calipso,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.551,0.812,0.563,0.961,-7.769,0.00498,0.0488,0.162,144.041
"Ay, Que Rico Amor",La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.461,0.898,0.581,0.963,-8.837,0.00119,0.0535,0.276,104.205
Cruel Indiferencia,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.338,0.901,0.471,0.749,-10.404,0.00454,0.0324,0.222,100.895
Y No Me Enganes Mas,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.371,0.879,0.434,0.743,-9.443,0.00107,0.0296,0.227,96.16
Guaguanco,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.448,0.792,0.453,0.883,-11.313,0.315,0.128,0.232,172.831
Conoci A Tu Papa,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.477,0.849,0.722,0.948,-9.685,0.00251,0.0548,0.0988,105.355
Hablame Claro,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.362,0.912,0.467,0.671,-10.45,0.00107,0.0339,0.227,118.293
Ayer Y Hoy,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.252,0.971,0.43,0.506,-11.819,0.00762,0.0312,0.305,101.633
El Novio Celoso,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.42,0.888,0.527,0.975,-9.801,2.85e-05,0.0637,0.204,97.106
Consuelame,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.273,0.97,0.471,0.492,-11.907,0.132,0.0301,0.178,100.116
Queridos Padres,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.297,0.961,0.522,0.664,-11.552,0.00909,0.0362,0.203,112.943
Estas Como Mango,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.596,0.886,0.649,0.831,-8.798,0.272,0.0796,0.0867,147.248
Tu Precio,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.39,0.85,0.588,0.73,-8.37,0.00935,0.0265,0.443,98.254
Guaguanco En La Tumba,La Sonora Matancera,"bolero,cumbia,latin jazz,mambo,musica tradicional cubana,salsa,tropical",0.565,0.862,0.641,0.925,-8.859,0.0279,0.049,0.0435,103.916
Tresero De Manigua,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.765,0.609,0.481,0.599,-6.706,0,0.0453,0.143,150.056
Donde Estabas Tu,Beny Moré,"bolero,bolero cubano,latin jazz,mambo,musica tradicional cubana",0.641,0.932,0.755,0.602,-8.559,3.49e-05,0.166,0.422,116.006
"Turandot, SC 91 / Act III: ""Nessun dorma!""",Giacomo Puccini,"classical,italian opera,italian romanticism,post-romantic era",0.303,0.964,0.209,0.0965,-12.049,0.00261,0.0381,0.105,58.462
La traviata / Act 1: Libiamo ne'lieti calici,Giuseppe Verdi,"classical,italian opera,italian romanticism,late romantic era",0.242,0.963,0.421,0.259,-16.538,5e-06,0.0642,0.255,110.273
'O sole mio (Arr. Chiaramello),Eduardo di Capua,"canzone napoletana,post-romantic era",0.27,0.948,0.265,0.278,-13.995,0.126,0.0371,0.148,73.309
"Rigoletto: ""La donna è mobile""",Giuseppe Verdi,"classical,italian opera,italian romanticism,late romantic era",0.188,0.963,0.419,0.368,-13.722,9.53e-06,0.0401,0.0923,112.679
Volare,Domenico Modugno,"classic italian pop,italian adult pop",0.22,0.967,0.33,0.351,-15.294,1.83e-05,0.0479,0.286,132.667
"Panis Angelicus, Op.12/V",César Franck,"classical,french romanticism,late romantic era",0.215,0.986,0.205,0.0662,-14.305,0.00391,0.039,0.0773,133.263
Caruso,Lucio Dalla,"canzone d'autore,classic italian pop,italian adult pop",0.229,0.823,0.269,0.201,-12.257,5.49e-05,0.0362,0.0964,80.871
Non ti scordar di me (Arr. Mancini),Ernesto de Curtis,canzone napoletana,0.337,0.948,0.284,0.345,-11.548,1.05e-05,0.0355,0.273,88.697
Torna a Surriento (Arr. Chiaramello),Ernesto de Curtis,canzone napoletana,0.239,0.969,0.19,0.142,-14.341,0.0251,0.0404,0.178,82.435
"Funiculì, funiculà",Luigi Denza,"canzone napoletana,italian romanticism,post-romantic era",0.295,0.975,0.527,0.375,-13.202,0.0992,0.0673,0.0743,63.745
"L'elisir d'amore / Act II: ""Una furtiva lagrima""",Gaetano Donizetti,"early romantic era,italian opera,italian romanticism",0.0922,0.984,0.169,0.0707,-17.977,0.000229,0.0454,0.111,77.71
"Ave Maria, D. 839 (Arr. Gamley)",Franz Schubert,"classical,classical era,early romantic era",0.277,0.943,0.179,0.0993,-16.371,0.00015,0.041,0.114,88.928
Granada,Agustín Lara,"bolero,bolero mexicano",0.398,0.92,0.396,0.431,-11.633,6.43e-06,0.0469,0.696,99.599
Core 'ngrato (Arr. Chiaramello),Salvatore Cardillo,,0.331,0.948,0.251,0.166,-12.842,0.00108,0.0414,0.363,85.179
"La bohème, SC 67: ""Che gelida manina""",Giacomo Puccini,"classical,italian opera,italian romanticism,post-romantic era",0.332,0.976,0.169,0.0548,-12.564,0.0128,0.0465,0.114,66.544
Mamma (Arr. Mancini),Cesare Andrea Bixio,,0.344,0.913,0.31,0.529,-10.529,7.62e-05,0.0424,0.426,81.179
Santa Lucia,Traditional,"puirt-a-beul,sleep",0.241,0.95,0.219,0.44,-17.886,0,0.052,0.224,86.199
Mattinata (Orch. Faris),Ruggero Leoncavallo,"classical,italian opera,italian romanticism",0.303,0.912,0.316,0.199,-14.468,0.00182,0.0408,0.168,132.343
"Tosca / Act 3: ""E lucevan le stelle""",Giacomo Puccini,"classical,italian opera,italian romanticism,post-romantic era",0.121,0.987,0.118,0.0447,-16.123,0.0607,0.0427,0.0897,73.861
"Aida / Act 1: ""Se quel guerrier io fossi!..Celeste Aida""",Giuseppe Verdi,"classical,italian opera,italian romanticism,late romantic era",0.258,0.964,0.204,0.207,-14.333,2.59e-05,0.0477,0.116,172.653
Live Like Horses - Studio Version,Elton John,"glam rock,mellow gold,piano rock",0.414,0.565,0.388,0.187,-9.91,0.000465,0.0315,0.141,128.088
Nota de Amor (feat. Daddy Yankee),Wisin,"latin hip hop,reggaeton,urbano latino",0.933,0.233,0.797,0.615,-3.058,0,0.128,0.062,98.017
Se Preparó,Ozuna,"puerto rican pop,reggaeton,trap latino,urbano latino",0.821,0.222,0.739,0.693,-4.233,9.6e-06,0.0852,0.311,171.077
Danza de Gardenias (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.52,0.625,0.666,0.733,-7.047,0,0.0439,0.243,88.934
Alma Mía (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.126,0.978,0.458,0.3,-15.615,0.000692,0.0546,0.0936,170.845
Hoy Mi Día Uno (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.422,0.854,0.722,0.606,-9.828,0,0.0329,0.103,106.978
Tus Ojitos (Vals de la Guardia Vieja) (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.551,0.796,0.708,0.762,-7.791,9.34e-06,0.0561,0.299,150.031
Duerme Negrito (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.324,0.86,0.864,0.61,-12.915,0.00697,0.0417,0.0961,111.996
Luz de Luna (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.361,0.913,0.687,0.701,-9.642,1.12e-06,0.0445,0.105,141.12
Derecho de Nacimiento (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.441,0.689,0.622,0.57,-9.674,0.000646,0.0797,0.111,173.858
Eclipse (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.169,0.932,0.586,0.278,-17.524,1.22e-05,0.0359,0.337,100.032
"Desdeñosa (En Mano de Los Macorinos) (feat. Los Macorinos, Omara Portuondo & Eugenia León)",Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.297,0.903,0.676,0.58,-9.651,0.000117,0.0304,0.111,129.801
Te Sigo (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.574,0.792,0.592,0.645,-8.548,4.17e-06,0.0432,0.312,90.106
Humanidad (feat. Los Macorinos),Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.122,0.948,0.604,0.316,-16.529,0.000448,0.0375,0.115,94.649
Gavota (feat. Los Macorinos) - Versión Instrumental,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.148,0.982,0.498,0.147,-15.459,0.857,0.0511,0.1,78.629
Ese Hombre,LA INDIA,"salsa,salsa puertorriquena,tropical",0.821,0.725,0.616,0.613,-5.636,7.16e-05,0.0901,0.0529,86.692
"Saint-Saëns: Le carnaval des animaux, R 125: I. (a) Introduction",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.332,0.975,0.333,0.149,-20.911,0.807,0.0433,0.178,101.688
"Saint-Saëns: Le carnaval des animaux, R 125: II. Poules et coqs",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.121,0.961,0.353,0.117,-24.378,0.912,0.0443,0.0665,98.826
"Saint-Saëns: Le carnaval des animaux, R 125: III. Hémiones",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.172,0.987,0.315,0.665,-24.106,0.852,0.0402,0.131,123.85
"Saint-Saëns: Le carnaval des animaux, R 125: IV. Tortues",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.00926,0.957,0.218,0.0887,-36.249,0.958,0.0371,0.0822,66.716
"Saint-Saëns: Le carnaval des animaux, R 125: V. L'éléphant",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.00447,0.985,0.396,0.231,-33.979,0.906,0.0375,0.102,121.134
"Saint-Saëns: Le carnaval des animaux, R 125: VII. Aquarium",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.0119,0.974,0.212,0.0423,-35.609,0.737,0.0384,0.127,91.46
"Saint-Saëns: Le carnaval des animaux, R 125: VIII. Personnages à longues oreilles",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.0219,0.992,0.279,0.226,-26.449,0,0.0594,0.05,163.298
"Saint-Saëns: Le carnaval des animaux, R 125: IX. Le coucou au fond des bois",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.00123,0.974,0.392,0.0337,-44.712,0.0121,0.0442,0.112,63.481
"Saint-Saëns: Le carnaval des animaux, R 125: X. Volière",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.0654,0.89,0.322,0.58,-34.866,0.369,0.0407,0.441,132.846
"Saint-Saëns: Le carnaval des animaux, R 125: XI. Pianistes",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.072,0.989,0.335,0.481,-23.828,0.781,0.0411,0.123,89.391
"Saint-Saëns: Le carnaval des animaux, R 125: XII. Fossiles",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.226,0.908,0.546,0.693,-17.451,0.06,0.0332,0.116,115.766
"Saint-Saëns: Le carnaval des animaux, R 125: XIII. Le cygne",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.0135,0.971,0.0813,0.0394,-36.2,0.919,0.048,0.0748,175.321
"Prokofiev: Peter and the Wolf, Op. 67",Sergei Prokofiev,"classical,early modern classical,neoclassicism,russian modern classical",0.0479,0.937,0.325,0.0647,-24.409,0.0188,0.0757,0.348,74.334
"Saint-Saëns: Le carnaval des animaux, R 125: I. (b) Marche royale du lion",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.228,0.982,0.477,0.134,-19.051,0.897,0.0388,0.121,88.032
"Saint-Saëns: Le carnaval des animaux, R 125: VI. Kangourous",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.00827,0.995,0.575,0.0481,-33.604,0.885,0.0772,0.151,111.112
"Saint-Saëns: Le carnaval des animaux, R 125: XIV. Finale",Camille Saint-Saëns,"classical,french romanticism,late romantic era",0.305,0.939,0.535,0.562,-15.81,0.891,0.0421,0.121,100.349
Oye Como Va,Santana,"blues rock,classic rock,mexican classic rock",0.542,0.312,0.727,0.932,-6.496,0.496,0.0412,0.0798,128.302
"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,hollywood,0.117,0.906,0.454,0.428,-15.121,0,0.0354,0.0888,97.692
Main Titles,Danny Elfman,"orchestral soundtrack,soundtrack",0.169,0.924,0.205,0.0658,-18.583,0.878,0.0342,0.415,102.781
According to Plan,Danny Elfman,"orchestral soundtrack,soundtrack",0.42,0.908,0.501,0.458,-10.71,0,0.052,0.0968,89.589
Victor's Piano Solo,Danny Elfman,"orchestral soundtrack,soundtrack",0.0262,0.983,0.41,0.237,-26.593,0.925,0.0384,0.123,142.138
Into the Forest,Danny Elfman,"orchestral soundtrack,soundtrack",0.338,0.838,0.189,0.0585,-12.95,0.925,0.043,0.102,142.011
Remains of the Day,Danny Elfman,"orchestral soundtrack,soundtrack",0.701,0.312,0.425,0.532,-7.937,0,0.279,0.149,75.167
Casting a Spell,Danny Elfman,"orchestral soundtrack,soundtrack",0.212,0.746,0.18,0.0584,-19.002,0.91,0.0385,0.569,104.921
Moon Dance,Danny Elfman,"orchestral soundtrack,soundtrack",0.168,0.963,0.31,0.0399,-17.413,0.643,0.0365,0.212,111.34
Victor's Deception,Danny Elfman,"orchestral soundtrack,soundtrack",0.152,0.937,0.175,0.037,-18.318,0.858,0.0393,0.216,88.703
Tears to Shed,Danny Elfman,"orchestral soundtrack,soundtrack",0.28,0.841,0.403,0.416,-15.442,2.35e-05,0.0638,0.148,91.51
Victoria's Escape,Danny Elfman,"orchestral soundtrack,soundtrack",0.178,0.735,0.267,0.0385,-18.204,0.934,0.0393,0.106,116.979
The Piano Duet,Danny Elfman,"orchestral soundtrack,soundtrack",0.0931,0.99,0.475,0.188,-20.771,0.951,0.0532,0.0899,134.217
New Arrival,Danny Elfman,"orchestral soundtrack,soundtrack",0.75,0.166,0.712,0.695,-12.354,0.00461,0.134,0.129,113.796
Victoria's Wedding,Danny Elfman,"orchestral soundtrack,soundtrack",0.186,0.534,0.173,0.0358,-18.113,0.752,0.0384,0.511,71.186
The Wedding Song,Danny Elfman,"orchestral soundtrack,soundtrack",0.548,0.873,0.491,0.717,-7.916,2.87e-06,0.0584,0.308,145.085
The Party Arrives,Danny Elfman,"orchestral soundtrack,soundtrack",0.362,0.78,0.201,0.0452,-14.173,0.747,0.0395,0.108,144.917
Victor's Wedding,Danny Elfman,"orchestral soundtrack,soundtrack",0.137,0.725,0.064,0.0301,-18.798,0.917,0.0461,0.157,68.634
Barkis's Bummer,Danny Elfman,"orchestral soundtrack,soundtrack",0.23,0.669,0.137,0.0372,-12.705,0.886,0.039,0.107,76.239
The Finale,Danny Elfman,"orchestral soundtrack,soundtrack",0.194,0.844,0.168,0.0346,-15.591,0.833,0.0357,0.0937,82.085
"End Credits, Pt. 1",Danny Elfman,"orchestral soundtrack,soundtrack",0.144,0.879,0.347,0.137,-19.698,0.927,0.0343,0.102,113.593
"End Credits, Pt. 2",Danny Elfman,"orchestral soundtrack,soundtrack",0.477,0.3,0.428,0.399,-10.672,0.00555,0.127,0.114,79.05
Ball & Socket Lounge Music #1 - Band Version,Bonejangles And His Bone Boys,,0.227,0.302,0.882,0.575,-15.674,0.225,0.039,0.053,127.877
Remains of the Day - Combo Lounge Version,Bonejangles And His Bone Boys,,0.218,0.826,0.839,0.517,-16.317,0.631,0.0397,0.0983,134.992
Ball & Socket Lounge Music #2,Bonejangles And His Bone Boys,,0.143,0.957,0.701,0.872,-18.478,0.847,0.0922,0.124,132.092
Ball & Socket Lounge Music #1 - Combo Version,Bonejangles And His Bone Boys,,0.173,0.587,0.824,0.364,-16.224,0.00978,0.0484,0.0703,127.882
Le P'tit Jardin,Manu Chao,"latin alternative,world",0.806,0.0811,0.806,0.791,-5.493,0,0.0461,0.0537,125.101
Petite Blonde du Bld Brune,Manu Chao,"latin alternative,world",0.858,0.479,0.648,0.962,-4.344,0,0.0772,0.446,124.337
La Valse à Sale Temps,Manu Chao,"latin alternative,world",0.805,0.0834,0.882,0.863,-5.907,0.000407,0.069,0.0612,117.974
Les Milles Paillettes,Manu Chao,"latin alternative,world",0.656,0.404,0.725,0.944,-5.541,0,0.0518,0.363,96.983
Il Faut Manger,Manu Chao,"latin alternative,world",0.785,0.102,0.61,0.925,-6.048,0,0.0464,0.488,120.001
Helno Est Mort,Manu Chao,"latin alternative,world",0.862,0.0151,0.613,0.596,-4.257,0.00845,0.0415,0.234,119.985
J'ai Besoin de La Lune,Manu Chao,"latin alternative,world",0.773,0.101,0.781,0.764,-8.542,0,0.045,0.0867,139.009
L'automne Est Las,Manu Chao,"latin alternative,world",0.753,0.0236,0.47,0.856,-7.777,0,0.0894,0.161,204.222
Si Loin de Toi,Manu Chao,"latin alternative,world",0.523,0.0624,0.607,0.636,-8.886,0,0.0302,0.304,102.098
100.000 remords,Manu Chao,"latin alternative,world",0.927,0.34,0.697,0.555,-6.489,0.0341,0.0333,0.291,135.003
"Trop Tôt, Trop Tard",Manu Chao,"latin alternative,world",0.862,0.137,0.661,0.819,-7.462,0,0.305,0.349,98.794
Te Tromper,Manu Chao,"latin alternative,world",0.428,0.704,0.613,0.767,-7.434,0,0.0585,0.652,141.92
Madame Banquise,Manu Chao,"latin alternative,world",0.659,0.0693,0.941,0.605,-8.338,0.00014,0.0447,0.103,118.03
Sibérie Fleuve Amour,Manu Chao,"latin alternative,world",0.873,0.132,0.75,0.887,-7.026,0.00241,0.0456,0.0912,109.003
Les Petites Planètes,Manu Chao,"latin alternative,world",0.748,0.46,0.729,0.851,-6.479,0,0.0861,0.0899,108.743
J'ai Besoin de La Lune / Remix,Manu Chao,"latin alternative,world",0.559,0.203,0.735,0.51,-9.382,0.0418,0.0567,0.153,79.99
Dans Mon Jardin,Manu Chao,"latin alternative,world",0.559,0.255,0.601,0.29,-7.205,0.00132,0.0279,0.165,86.134
Fou de Toi,Manu Chao,"latin alternative,world",0.694,0.845,0.463,0.797,-7.558,0,0.0373,0.204,104.898
Les Yeux Turquoises,Manu Chao,"latin alternative,world",0.597,0.791,0.675,0.35,-8.002,5.85e-06,0.0633,0.221,79.065
Sibérie,Manu Chao,"latin alternative,world",0.653,0.255,0.71,0.712,-9.826,0.000784,0.0669,0.277,135.003
Les Rues de L'Hiver,Manu Chao,"latin alternative,world",0.57,0.121,0.774,0.567,-7.949,0.000832,0.0772,0.156,80.006
Te Souviens-Tu,Manu Chao,"latin alternative,world",0.379,0.834,0.712,0.427,-10.759,1.11e-06,0.0855,0.112,93.287
Merci Bonsoir,Manu Chao,"latin alternative,world",0.641,0.87,0.61,0.99,-8.817,0.00422,0.0443,0.119,108.948
Who Can It Be Now?,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.807,0.0499,0.804,0.96,-4.356,0.000233,0.037,0.0974,128.522
Maria,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.843,0.102,0.657,0.883,-5.765,3.65e-06,0.0272,0.0961,125.785
Down Under,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.796,0.0924,0.738,0.893,-4.863,0.0119,0.0255,0.0505,107.218
Overkill,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.807,0.0821,0.639,0.536,-4.173,0,0.0284,0.0721,139.178
Be Good Johnny,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.867,0.131,0.602,0.524,-4.012,0.0025,0.0692,0.119,150.301
It's A Mistake,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.61,0.261,0.701,0.923,-4.802,9.63e-06,0.0263,0.0738,106.063
No Sign Of Yesterday - Live,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.715,0.03,0.251,0.0908,-6.267,0.0898,0.0357,0.927,149.788
Dr. Heckyll & Mr. Jive,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.81,0.247,0.424,0.614,-4.994,0,0.1,0.112,145.601
High Wire,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.919,0.125,0.591,0.708,-2.975,4.08e-06,0.0744,0.0746,119.3
Man With Two Hearts,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.911,0.00283,0.617,0.751,-5.357,0.000378,0.041,0.202,134.104
Touching The Untouchables,Men At Work,"album rock,australian rock,classic rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.754,0.0532,0.597,0.56,-4.616,0.000429,0.0303,0.211,72.689
